match_id,innings,over,ball,batting_team,bowling_team,batsman,bowler,total_runs,is_wicket
1,1,11,2,Chennai Super Kings,Mumbai Indians,V Kohli,Rashid Khan,4,0
1,1,11,3,Chennai Super Kings,Mumbai Indians,A Rahane,Rashid Khan,4,0
1,1,11,4,Chennai Super Kings,Mumbai Indians,M Pandey,Rashid Khan,0,0
1,1,11,5,Chennai Super Kings,Mumbai Indians,M Pandey,Rashid Khan,4,0
1,1,11,6,Chennai Super Kings,Mumbai Indians,R Sharma,Rashid Khan,0,0
1,1,12,1,Chennai Super Kings,Mumbai Indians,M Pandey,Rashid Khan,4,0
1,1,12,2,Chennai Super Kings,Mumbai Indians,A Rahane,Rashid Khan,0,0
1,1,12,3,Chennai Super Kings,Mumbai Indians,N Rana,Rashid Khan,1,0
1,1,12,4,Chennai Super Kings,Mumbai Indians,MS Dhoni,Rashid Khan,2,0
1,1,12,5,Chennai Super Kings,Mumbai Indians,N Rana,Rashid Khan,1,0
1,1,12,6,Chennai Super Kings,Mumbai Indians,A Rahane,Rashid Khan,0,0
1,1,13,1,Chennai Super Kings,Mumbai Indians,A Rahane,J Archer,0,0
1,1,13,2,Chennai Super Kings,Mumbai Indians,N Rana,J Archer,4,0
1,1,13,3,Chennai Super Kings,Mumbai Indians,MS Dhoni,J Archer,0,0
1,1,13,4,Chennai Super Kings,Mumbai Indians,R Sharma,J Archer,0,1
1,1,13,5,Chennai Super Kings,Mumbai Indians,M Pandey,J Archer,4,0
1,1,13,6,Chennai Super Kings,Mumbai Indians,A Rahane,J Archer,1,0
1,1,14,1,Chennai Super Kings,Mumbai Indians,M Pandey,Rashid Khan,0,0
1,1,14,2,Chennai Super Kings,Mumbai Indians,V Kohli,Rashid Khan,0,0
1,1,14,3,Chennai Super Kings,Mumbai Indians,V Kohli,Rashid Khan,6,1
1,1,14,4,Chennai Super Kings,Mumbai Indians,M Pandey,Rashid Khan,2,0
1,1,14,5,Chennai Super Kings,Mumbai Indians,V Kohli,Rashid Khan,2,1
1,1,14,6,Chennai Super Kings,Mumbai Indians,MS Dhoni,Rashid Khan,4,0
1,1,15,1,Chennai Super Kings,Mumbai Indians,MS Dhoni,M Shami,4,0
1,1,15,2,Chennai Super Kings,Mumbai Indians,MS Dhoni,M Shami,1,0
1,1,15,3,Chennai Super Kings,Mumbai Indians,M Pandey,M Shami,1,0
1,1,15,4,Chennai Super Kings,Mumbai Indians,R Sharma,M Shami,6,0
1,1,15,5,Chennai Super Kings,Mumbai Indians,R Sharma,M Shami,4,0
1,1,15,6,Chennai Super Kings,Mumbai Indians,A Rahane,M Shami,2,0
1,1,16,1,Chennai Super Kings,Mumbai Indians,V Kohli,J Bumrah,4,0
1,1,16,2,Chennai Super Kings,Mumbai Indians,R Sharma,J Bumrah,4,0
1,1,16,3,Chennai Super Kings,Mumbai Indians,V Kohli,J Bumrah,4,0
1,1,16,4,Chennai Super Kings,Mumbai Indians,A Rahane,J Bumrah,4,0
1,1,16,5,Chennai Super Kings,Mumbai Indians,MS Dhoni,J Bumrah,1,0
1,1,16,6,Chennai Super Kings,Mumbai Indians,MS Dhoni,J Bumrah,0,0
1,1,17,1,Chennai Super Kings,Mumbai Indians,V Kohli,J Bumrah,0,0
1,1,17,2,Chennai Super Kings,Mumbai Indians,N Rana,J Bumrah,0,0
1,1,17,3,Chennai Super Kings,Mumbai Indians,N Rana,J Bumrah,0,0
1,1,17,4,Chennai Super Kings,Mumbai Indians,N Rana,J Bumrah,0,0
1,1,17,5,Chennai Super Kings,Mumbai Indians,MS Dhoni,J Bumrah,0,0
1,1,17,6,Chennai Super Kings,Mumbai Indians,M Pandey,J Bumrah,2,0
1,1,18,1,Chennai Super Kings,Mumbai Indians,M Pandey,Rashid Khan,1,0
1,1,18,2,Chennai Super Kings,Mumbai Indians,V Kohli,Rashid Khan,0,0
1,1,18,3,Chennai Super Kings,Mumbai Indians,R Sharma,Rashid Khan,0,1
1,1,18,4,Chennai Super Kings,Mumbai Indians,N Rana,Rashid Khan,2,0
1,1,18,5,Chennai Super Kings,Mumbai Indians,V Kohli,Rashid Khan,0,0
1,1,18,6,Chennai Super Kings,Mumbai Indians,V Kohli,Rashid Khan,2,0
1,1,19,1,Chennai Super Kings,Mumbai Indians,V Kohli,J Bumrah,6,0
1,1,19,2,Chennai Super Kings,Mumbai Indians,R Sharma,J Bumrah,1,0
1,1,19,3,Chennai Super Kings,Mumbai Indians,A Rahane,J Bumrah,1,0
1,1,19,4,Chennai Super Kings,Mumbai Indians,R Sharma,J Bumrah,0,0
1,1,19,5,Chennai Super Kings,Mumbai Indians,N Rana,J Bumrah,4,0
1,1,19,6,Chennai Super Kings,Mumbai Indians,M Pandey,J Bumrah,0,0
1,1,20,1,Chennai Super Kings,Mumbai Indians,M Pandey,T Boult,0,0
1,1,20,2,Chennai Super Kings,Mumbai Indians,R Sharma,T Boult,1,0
1,1,20,3,Chennai Super Kings,Mumbai Indians,A Rahane,T Boult,1,0
1,1,20,4,Chennai Super Kings,Mumbai Indians,M Pandey,T Boult,4,0
1,1,20,5,Chennai Super Kings,Mumbai Indians,A Rahane,T Boult,0,0
1,1,20,6,Chennai Super Kings,Mumbai Indians,N Rana,T Boult,1,0
1,2,1,1,Mumbai Indians,Chennai Super Kings,Q de Kock,R Ashwin,1,0
1,2,1,2,Mumbai Indians,Chennai Super Kings,S Samson,R Ashwin,1,0
1,2,1,3,Mumbai Indians,Chennai Super Kings,R Pant,R Ashwin,6,0
1,2,1,4,Mumbai Indians,Chennai Super Kings,S Samson,R Ashwin,0,0
1,2,1,5,Mumbai Indians,Chennai Super Kings,R Sharma,R Ashwin,0,0
1,2,1,6,Mumbai Indians,Chennai Super Kings,R Sharma,R Ashwin,0,0
1,2,2,1,Mumbai Indians,Chennai Super Kings,A Rahane,D Chahar,4,0
1,2,2,2,Mumbai Indians,Chennai Super Kings,R Pant,D Chahar,2,0
1,2,2,3,Mumbai Indians,Chennai Super Kings,A Rahane,D Chahar,2,0
1,2,2,4,Mumbai Indians,Chennai Super Kings,R Sharma,D Chahar,0,0
1,2,2,5,Mumbai Indians,Chennai Super Kings,R Sharma,D Chahar,6,0
1,2,2,6,Mumbai Indians,Chennai Super Kings,Q de Kock,D Chahar,4,0
1,2,3,1,Mumbai Indians,Chennai Super Kings,R Pant,R Ashwin,4,0
1,2,3,2,Mumbai Indians,Chennai Super Kings,R Gaikwad,R Ashwin,3,0
1,2,3,3,Mumbai Indians,Chennai Super Kings,Q de Kock,R Ashwin,1,0
1,2,3,4,Mumbai Indians,Chennai Super Kings,Q de Kock,R Ashwin,4,0
1,2,3,5,Mumbai Indians,Chennai Super Kings,R Pant,R Ashwin,4,0
1,2,3,6,Mumbai Indians,Chennai Super Kings,R Pant,R Ashwin,6,1
1,2,4,1,Mumbai Indians,Chennai Super Kings,Q de Kock,D Chahar,1,0
1,2,4,2,Mumbai Indians,Chennai Super Kings,A Rahane,D Chahar,0,0
1,2,4,3,Mumbai Indians,Chennai Super Kings,R Sharma,D Chahar,4,0
1,2,4,4,Mumbai Indians,Chennai Super Kings,Q de Kock,D Chahar,1,0
1,2,4,5,Mumbai Indians,Chennai Super Kings,Q de Kock,D Chahar,1,0
1,2,4,6,Mumbai Indians,Chennai Super Kings,S Samson,D Chahar,0,0
1,2,5,1,Mumbai Indians,Chennai Super Kings,Q de Kock,M Shami,1,0
1,2,5,2,Mumbai Indians,Chennai Super Kings,R Sharma,M Shami,2,0
1,2,5,3,Mumbai Indians,Chennai Super Kings,A Rahane,M Shami,2,0
1,2,5,4,Mumbai Indians,Chennai Super Kings,A Rahane,M Shami,6,0
1,2,5,5,Mumbai Indians,Chennai Super Kings,S Samson,M Shami,5,0
1,2,5,6,Mumbai Indians,Chennai Super Kings,R Gaikwad,M Shami,3,0
1,2,6,1,Mumbai Indians,Chennai Super Kings,A Rahane,R Ashwin,3,0
1,2,6,2,Mumbai Indians,Chennai Super Kings,R Pant,R Ashwin,4,0
1,2,6,3,Mumbai Indians,Chennai Super Kings,R Sharma,R Ashwin,0,0
1,2,6,4,Mumbai Indians,Chennai Super Kings,R Sharma,R Ashwin,0,0
1,2,6,5,Mumbai Indians,Chennai Super Kings,R Gaikwad,R Ashwin,3,0
1,2,6,6,Mumbai Indians,Chennai Super Kings,A Rahane,R Ashwin,1,0
1,2,7,1,Mumbai Indians,Chennai Super Kings,S Samson,R Ashwin,0,1
1,2,7,2,Mumbai Indians,Chennai Super Kings,S Samson,R Ashwin,6,0
1,2,7,3,Mumbai Indians,Chennai Super Kings,A Rahane,R Ashwin,1,1
1,2,7,4,Mumbai Indians,Chennai Super Kings,S Samson,R Ashwin,1,1
1,2,7,5,Mumbai Indians,Chennai Super Kings,R Pant,R Ashwin,1,0
1,2,7,6,Mumbai Indians,Chennai Super Kings,R Gaikwad,R Ashwin,1,0
1,2,8,1,Mumbai Indians,Chennai Super Kings,R Gaikwad,B Kumar,1,0
1,2,8,2,Mumbai Indians,Chennai Super Kings,R Sharma,B Kumar,4,0
1,2,8,3,Mumbai Indians,Chennai Super Kings,R Gaikwad,B Kumar,0,0
1,2,8,4,Mumbai Indians,Chennai Super Kings,Q de Kock,B Kumar,1,0
1,2,8,5,Mumbai Indians,Chennai Super Kings,A Rahane,B Kumar,6,1
1,2,8,6,Mumbai Indians,Chennai Super Kings,A Rahane,B Kumar,1,0
1,2,9,1,Mumbai Indians,Chennai Super Kings,R Pant,Rashid Khan,2,0
1,2,9,2,Mumbai Indians,Chennai Super Kings,Q de Kock,Rashid Khan,4,0
1,2,9,3,Mumbai Indians,Chennai Super Kings,R Sharma,Rashid Khan,2,0
1,2,9,4,Mumbai Indians,Chennai Super Kings,R Sharma,Rashid Khan,4,0
1,2,9,5,Mumbai Indians,Chennai Super Kings,A Rahane,Rashid Khan,2,0
1,2,9,6,Mumbai Indians,Chennai Super Kings,R Sharma,Rashid Khan,0,0
1,2,10,1,Mumbai Indians,Chennai Super Kings,Q de Kock,D Chahar,6,0
1,2,10,2,Mumbai Indians,Chennai Super Kings,Q de Kock,D Chahar,1,0
1,2,10,3,Mumbai Indians,Chennai Super Kings,S Samson,D Chahar,0,0
1,2,10,4,Mumbai Indians,Chennai Super Kings,S Samson,D Chahar,6,1
1,2,10,5,Mumbai Indians,Chennai Super Kings,Q de Kock,D Chahar,3,0
1,2,10,6,Mumbai Indians,Chennai Super Kings,A Rahane,D Chahar,0,0
1,2,11,1,Mumbai Indians,Chennai Super Kings,Q de Kock,Rashid Khan,6,0
1,2,11,2,Mumbai Indians,Chennai Super Kings,R Pant,Rashid Khan,2,0
1,2,11,3,Mumbai Indians,Chennai Super Kings,Q de Kock,Rashid Khan,0,0
1,2,11,4,Mumbai Indians,Chennai Super Kings,R Sharma,Rashid Khan,3,0
1,2,11,5,Mumbai Indians,Chennai Super Kings,A Rahane,Rashid Khan,1,0
1,2,11,6,Mumbai Indians,Chennai Super Kings,R Pant,Rashid Khan,1,0
1,2,12,1,Mumbai Indians,Chennai Super Kings,A Rahane,M Shami,3,0
1,2,12,2,Mumbai Indians,Chennai Super Kings,R Sharma,M Shami,0,0
1,2,12,3,Mumbai Indians,Chennai Super Kings,A Rahane,M Shami,1,0
1,2,12,4,Mumbai Indians,Chennai Super Kings,S Samson,M Shami,1,0
1,2,12,5,Mumbai Indians,Chennai Super Kings,R Sharma,M Shami,1,0
1,2,12,6,Mumbai Indians,Chennai Super Kings,R Sharma,M Shami,2,0
1,2,13,1,Mumbai Indians,Chennai Super Kings,A Rahane,M Shami,0,0
1,2,13,2,Mumbai Indians,Chennai Super Kings,R Gaikwad,M Shami,1,0
1,2,13,3,Mumbai Indians,Chennai Super Kings,R Gaikwad,M Shami,1,0
1,2,13,4,Mumbai Indians,Chennai Super Kings,A Rahane,M Shami,0,0
1,2,13,5,Mumbai Indians,Chennai Super Kings,Q de Kock,M Shami,0,0
1,2,13,6,Mumbai Indians,Chennai Super Kings,Q de Kock,M Shami,1,0
1,2,14,1,Mumbai Indians,Chennai Super Kings,R Pant,M Shami,4,0
1,2,14,2,Mumbai Indians,Chennai Super Kings,R Gaikwad,M Shami,0,0
1,2,14,3,Mumbai Indians,Chennai Super Kings,R Gaikwad,M Shami,0,0
1,2,14,4,Mumbai Indians,Chennai Super Kings,R Gaikwad,M Shami,0,0
1,2,14,5,Mumbai Indians,Chennai Super Kings,S Samson,M Shami,0,0
1,2,14,6,Mumbai Indians,Chennai Super Kings,Q de Kock,M Shami,2,0
1,2,15,1,Mumbai Indians,Chennai Super Kings,Q de Kock,Rashid Khan,1,0
1,2,15,2,Mumbai Indians,Chennai Super Kings,R Gaikwad,Rashid Khan,4,0
1,2,15,3,Mumbai Indians,Chennai Super Kings,S Samson,Rashid Khan,4,0
1,2,15,4,Mumbai Indians,Chennai Super Kings,R Pant,Rashid Khan,0,0
1,2,15,5,Mumbai Indians,Chennai Super Kings,Q de Kock,Rashid Khan,1,0
1,2,15,6,Mumbai Indians,Chennai Super Kings,A Rahane,Rashid Khan,2,0
1,2,16,1,Mumbai Indians,Chennai Super Kings,A Rahane,D Chahar,2,0
1,2,16,2,Mumbai Indians,Chennai Super Kings,R Sharma,D Chahar,1,0
1,2,16,3,Mumbai Indians,Chennai Super Kings,R Gaikwad,D Chahar,1,0
1,2,16,4,Mumbai Indians,Chennai Super Kings,A Rahane,D Chahar,1,0
1,2,16,5,Mumbai Indians,Chennai Super Kings,R Gaikwad,D Chahar,0,0
1,2,16,6,Mumbai Indians,Chennai Super Kings,A Rahane,D Chahar,4,0
1,2,17,1,Mumbai Indians,Chennai Super Kings,R Gaikwad,B Kumar,4,0
1,2,17,2,Mumbai Indians,Chennai Super Kings,A Rahane,B Kumar,1,0
1,2,17,3,Mumbai Indians,Chennai Super Kings,Q de Kock,B Kumar,1,0
1,2,17,4,Mumbai Indians,Chennai Super Kings,R Gaikwad,B Kumar,1,0
1,2,17,5,Mumbai Indians,Chennai Super Kings,R Sharma,B Kumar,1,1
1,2,17,6,Mumbai Indians,Chennai Super Kings,Q de Kock,B Kumar,0,0
1,2,18,1,Mumbai Indians,Chennai Super Kings,S Samson,Rashid Khan,0,0
1,2,18,2,Mumbai Indians,Chennai Super Kings,R Sharma,Rashid Khan,0,0
1,2,18,3,Mumbai Indians,Chennai Super Kings,Q de Kock,Rashid Khan,0,0
1,2,18,4,Mumbai Indians,Chennai Super Kings,Q de Kock,Rashid Khan,6,0
1,2,18,5,Mumbai Indians,Chennai Super Kings,A Rahane,Rashid Khan,6,0
1,2,18,6,Mumbai Indians,Chennai Super Kings,A Rahane,Rashid Khan,0,0
1,2,19,1,Mumbai Indians,Chennai Super Kings,R Gaikwad,M Shami,4,0
1,2,19,2,Mumbai Indians,Chennai Super Kings,R Gaikwad,M Shami,0,0
1,2,19,3,Mumbai Indians,Chennai Super Kings,A Rahane,M Shami,0,0
1,2,19,4,Mumbai Indians,Chennai Super Kings,R Gaikwad,M Shami,0,0
1,2,19,5,Mumbai Indians,Chennai Super Kings,Q de Kock,M Shami,0,0
1,2,19,6,Mumbai Indians,Chennai Super Kings,A Rahane,M Shami,1,0
1,2,20,1,Mumbai Indians,Chennai Super Kings,Q de Kock,M Shami,0,0
1,2,20,2,Mumbai Indians,Chennai Super Kings,R Gaikwad,M Shami,6,0
1,2,20,3,Mumbai Indians,Chennai Super Kings,R Pant,M Shami,0,0
1,2,20,4,Mumbai Indians,Chennai Super Kings,R Gaikwad,M Shami,1,0
1,2,20,5,Mumbai Indians,Chennai Super Kings,R Pant,M Shami,0,0
1,2,20,6,Mumbai Indians,Chennai Super Kings,R Gaikwad,M Shami,6,0
2,1,1,1,Punjab Kings,Chennai Super Kings,R Sharma,M Shami,6,0
2,1,1,2,Punjab Kings,Chennai Super Kings,P Shaw,M Shami,2,0
2,1,1,3,Punjab Kings,Chennai Super Kings,M Pandey,M Shami,0,0
2,1,1,4,Punjab Kings,Chennai Super Kings,V Kohli,M Shami,0,0
2,1,1,5,Punjab Kings,Chennai Super Kings,R Pant,M Shami,2,0
2,1,1,6,Punjab Kings,Chennai Super Kings,P Shaw,M Shami,4,0
2,1,2,1,Punjab Kings,Chennai Super Kings,R Pant,J Archer,1,0
2,1,2,2,Punjab Kings,Chennai Super Kings,V Kohli,J Archer,0,0
2,1,2,3,Punjab Kings,Chennai Super Kings,R Pant,J Archer,0,0
2,1,2,4,Punjab Kings,Chennai Super Kings,V Kohli,J Archer,1,0
2,1,2,5,Punjab Kings,Chennai Super Kings,M Pandey,J Archer,0,0
2,1,2,6,Punjab Kings,Chennai Super Kings,R Sharma,J Archer,0,0
2,1,3,1,Punjab Kings,Chennai Super Kings,R Pant,J Archer,1,0
2,1,3,2,Punjab Kings,Chennai Super Kings,R Pant,J Archer,4,0
2,1,3,3,Punjab Kings,Chennai Super Kings,Y Chahar_bat,J Archer,0,0
2,1,3,4,Punjab Kings,Chennai Super Kings,Y Chahar_bat,J Archer,1,0
2,1,3,5,Punjab Kings,Chennai Super Kings,P Shaw,J Archer,0,0
2,1,3,6,Punjab Kings,Chennai Super Kings,R Sharma,J Archer,4,0
2,1,4,1,Punjab Kings,Chennai Super Kings,P Shaw,R Ashwin,4,0
2,1,4,2,Punjab Kings,Chennai Super Kings,Y Chahar_bat,R Ashwin,2,0
2,1,4,3,Punjab Kings,Chennai Super Kings,M Pandey,R Ashwin,2,0
2,1,4,4,Punjab Kings,Chennai Super Kings,P Shaw,R Ashwin,0,0
2,1,4,5,Punjab Kings,Chennai Super Kings,R Sharma,R Ashwin,1,0
2,1,4,6,Punjab Kings,Chennai Super Kings,R Sharma,R Ashwin,6,0
2,1,5,1,Punjab Kings,Chennai Super Kings,M Pandey,R Ashwin,1,0
2,1,5,2,Punjab Kings,Chennai Super Kings,Y Chahar_bat,R Ashwin,4,0
2,1,5,3,Punjab Kings,Chennai Super Kings,V Kohli,R Ashwin,2,0
2,1,5,4,Punjab Kings,Chennai Super Kings,V Kohli,R Ashwin,0,0
2,1,5,5,Punjab Kings,Chennai Super Kings,M Pandey,R Ashwin,2,0
2,1,5,6,Punjab Kings,Chennai Super Kings,R Pant,R Ashwin,4,0
2,1,6,1,Punjab Kings,Chennai Super Kings,V Kohli,J Archer,6,0
2,1,6,2,Punjab Kings,Chennai Super Kings,V Kohli,J Archer,4,0
2,1,6,3,Punjab Kings,Chennai Super Kings,R Pant,J Archer,1,0
2,1,6,4,Punjab Kings,Chennai Super Kings,P Shaw,J Archer,0,0
2,1,6,5,Punjab Kings,Chennai Super Kings,R Pant,J Archer,0,0
2,1,6,6,Punjab Kings,Chennai Super Kings,Y Chahar_bat,J Archer,4,0
2,1,7,1,Punjab Kings,Chennai Super Kings,Y Chahar_bat,Y Chahal,2,0
2,1,7,2,Punjab Kings,Chennai Super Kings,V Kohli,Y Chahal,1,0
2,1,7,3,Punjab Kings,Chennai Super Kings,P Shaw,Y Chahal,1,0
2,1,7,4,Punjab Kings,Chennai Super Kings,Y Chahar_bat,Y Chahal,1,0
2,1,7,5,Punjab Kings,Chennai Super Kings,Y Chahar_bat,Y Chahal,0,0
2,1,7,6,Punjab Kings,Chennai Super Kings,P Shaw,Y Chahal,6,0
2,1,8,1,Punjab Kings,Chennai Super Kings,R Pant,T Natarajan,0,1
2,1,8,2,Punjab Kings,Chennai Super Kings,R Sharma,T Natarajan,1,0
2,1,8,3,Punjab Kings,Chennai Super Kings,Y Chahar_bat,T Natarajan,0,0
2,1,8,4,Punjab Kings,Chennai Super Kings,R Pant,T Natarajan,0,0
2,1,8,5,Punjab Kings,Chennai Super Kings,R Sharma,T Natarajan,1,0
2,1,8,6,Punjab Kings,Chennai Super Kings,R Pant,T Natarajan,1,0
2,1,9,1,Punjab Kings,Chennai Super Kings,R Sharma,M Shami,1,0
2,1,9,2,Punjab Kings,Chennai Super Kings,R Pant,M Shami,1,0
2,1,9,3,Punjab Kings,Chennai Super Kings,Y Chahar_bat,M Shami,1,0
2,1,9,4,Punjab Kings,Chennai Super Kings,R Sharma,M Shami,1,0
2,1,9,5,Punjab Kings,Chennai Super Kings,V Kohli,M Shami,2,0
2,1,9,6,Punjab Kings,Chennai Super Kings,P Shaw,M Shami,0,0
2,1,10,1,Punjab Kings,Chennai Super Kings,V Kohli,R Ashwin,0,0
2,1,10,2,Punjab Kings,Chennai Super Kings,V Kohli,R Ashwin,0,0
2,1,10,3,Punjab Kings,Chennai Super Kings,R Sharma,R Ashwin,0,0
2,1,10,4,Punjab Kings,Chennai Super Kings,R Pant,R Ashwin,4,0
2,1,10,5,Punjab Kings,Chennai Super Kings,P Shaw,R Ashwin,2,0
2,1,10,6,Punjab Kings,Chennai Super Kings,Y Chahar_bat,R Ashwin,4,0
2,1,11,1,Punjab Kings,Chennai Super Kings,R Pant,R Ashwin,0,0
2,1,11,2,Punjab Kings,Chennai Super Kings,P Shaw,R Ashwin,1,0
2,1,11,3,Punjab Kings,Chennai Super Kings,R Sharma,R Ashwin,4,0
2,1,11,4,Punjab Kings,Chennai Super Kings,Y Chahar_bat,R Ashwin,1,0
2,1,11,5,Punjab Kings,Chennai Super Kings,P Shaw,R Ashwin,1,0
2,1,11,6,Punjab Kings,Chennai Super Kings,R Sharma,R Ashwin,2,0
2,1,12,1,Punjab Kings,Chennai Super Kings,R Pant,R Ashwin,3,0
2,1,12,2,Punjab Kings,Chennai Super Kings,M Pandey,R Ashwin,1,0
2,1,12,3,Punjab Kings,Chennai Super Kings,Y Chahar_bat,R Ashwin,1,0
2,1,12,4,Punjab Kings,Chennai Super Kings,V Kohli,R Ashwin,1,0
2,1,12,5,Punjab Kings,Chennai Super Kings,V Kohli,R Ashwin,1,0
2,1,12,6,Punjab Kings,Chennai Super Kings,R Sharma,R Ashwin,1,0
2,1,13,1,Punjab Kings,Chennai Super Kings,Y Chahar_bat,T Natarajan,0,0
2,1,13,2,Punjab Kings,Chennai Super Kings,V Kohli,T Natarajan,1,0
2,1,13,3,Punjab Kings,Chennai Super Kings,V Kohli,T Natarajan,2,0
2,1,13,4,Punjab Kings,Chennai Super Kings,Y Chahar_bat,T Natarajan,0,0
2,1,13,5,Punjab Kings,Chennai Super Kings,P Shaw,T Natarajan,4,0
2,1,13,6,Punjab Kings,Chennai Super Kings,R Sharma,T Natarajan,2,0
2,1,14,1,Punjab Kings,Chennai Super Kings,P Shaw,R Ashwin,1,0
2,1,14,2,Punjab Kings,Chennai Super Kings,R Sharma,R Ashwin,0,0
